;Марка;Цена без НДС, руб./км;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x2x1,5kl5 690V;544002,3703;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x2x2,5kl5 690V;830760,7121;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x3x0,5kl5 690V;350204,8118;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x3x0,75kl5 690V;470728,9005;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x3x1,0kl5 690V;592704,8273;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x3x1,5kl5 690V;781696,2966;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 4x3x2,5kl5 690V;1203626,459;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x0,5kl5 690V;155558,9249;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x0,75kl5 690V;204897,3949;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x1,0kl5 690V;254391,7972;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x1,5kl5 690V;331298,2896;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x2,5kl5 690V;498815,3294;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x2x0,5kl5 690V;306031,0727;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x2x0,75kl5 690V;407250,1975;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x2x1,0kl5 690V;510301,2499;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x2x1,5kl5 690V;668159,1622;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x2x2,5kl5 690V;1023628,426;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x3x0,5kl5 690V;426727,3576;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x3x0,75kl5 690V;577115,3604;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x3x1,0kl5 690V;728084,8601;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x3x1,5kl5 690V;974039,1425;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 5x3x2,5kl5 690V;1489390,956;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x0,5kl5 690V;181389,6796;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x0,75kl5 690V;239979,7699;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x1,0kl5 690V;299266,8999;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x1,5kl5 690V;391171,0192;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x2,5kl5 690V;598701,0578;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x2x0,5kl5 690V;357789,7725;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x2x0,75kl5 690V;478912,1134;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x2x1,0kl5 690V;611326,5097;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x2x1,5kl5 690V;800489,561;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x2x2,5kl5 690V;1214771,353;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x3x0,5kl5 690V;502048,5837;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x3x0,75kl5 690V;682179,7742;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x3x1,0kl5 690V;872467,6899;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x3x1,5kl5 690V;1156045,697;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 6x3x2,5kl5 690V;1772564,797;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x0,5kl5 690V;203449,7579;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x0,75kl5 690V;271433,5691;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x1,0kl5 690V;339588,643;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x1,5kl5 690V;446634,529;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x2,5kl5 690V;686114,6131;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x2x0,5kl5 690V;409541,5688;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x2x0,75kl5 690V;550109,0087;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x2x1,0kl5 690V;702598,7189;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x2x1,5kl5 690V;922918,421;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 7x2x2,5kl5 690V;1404911,984;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x0,5kl5 690V;231318,2944;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x0,75kl5 690V;309412,5203;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x1,0kl5 690V;388107,7746;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x1,5kl5 690V;510960,2339;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x2,5kl5 690V;785709,7772;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x2x0,5kl5 690V;463813,1194;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x2x0,75kl5 690V;634984,0153;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x2x1,0kl5 690V;799367,3499;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x2x1,5kl5 690V;1052732,48;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x2x2,5kl5 690V;1606589,367;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x3x0,5kl5 690V;665761,9279;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x3x0,75kl5 690V;907637,6493;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x3x1,0kl5 690V;1149509,071;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x3x1,5kl5 690V;1529493,775;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 8x3x2,5kl5 690V;2354005,798;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 9x0,5kl5 690V;258767,8996;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 9x0,75kl5 690V;347207,5811;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 9x1,0kl5 690V;442660,6764;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 9x1,5kl5 690V;581397,5644;
15.07.2021;ATOMKIP-KUPPng(A)-FRHF 9x2,5kl5 690V;883258,7819;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x0,5kl5 690V;204494,9732;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x0,75kl5 690V;293019,2173;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x1,0kl5 690V;374963,7687;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x1,5kl5 690V;531518,9943;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x2,5kl5 690V;846647,0326;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x2x0,5kl5 690V;410009,1445;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x2x0,75kl5 690V;599929,2055;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x2x1,0kl5 690V;761164,0695;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x2x1,5kl5 690V;1088423,254;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x2x2,5kl5 690V;1725256,542;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x3x0,5kl5 690V;595720,2383;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x3x0,75kl5 690V;867889,222;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x3x1,0kl5 690V;1110186,503;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x3x1,5kl5 690V;1591842,725;
15.07.2021;ATOMKIP-KUPPng(A)-HF 10x3x2,5kl5 690V;2541925,125;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x0,5kl5 690V;244591,4781;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x0,75kl5 690V;350816,0849;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x1,0kl5 690V;442184,8459;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x1,5kl5 690V;621291,2369;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x2,5kl5 690V;995329,4603;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x2x0,5kl5 690V;491528,8683;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x2x0,75kl5 690V;701195,9919;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x2x1,0kl5 690V;923891,6034;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x2x1,5kl5 690V;1293325,071;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x2x2,5kl5 690V;2055736,083;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x3x0,5kl5 690V;696961,1548;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x3x0,75kl5 690V;1031370,449;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x3x1,0kl5 690V;1343177,575;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x3x1,5kl5 690V;1884812,585;
15.07.2021;ATOMKIP-KUPPng(A)-HF 12x3x2,5kl5 690V;3021568,599;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x0,5kl5 690V;276565,3545;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x0,75kl5 690V;406538,8103;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x1,0kl5 690V;521627,7004;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x1,5kl5 690V;731668,575;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x2,5kl5 690V;1171212,105;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x2x0,5kl5 690V;569977,2646;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x2x0,75kl5 690V;816796,3359;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x2x1,0kl5 690V;1076082,102;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x2x1,5kl5 690V;1497765,774;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x2x2,5kl5 690V;2403356,822;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x3x0,5kl5 690V;821454,0106;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x3x0,75kl5 690V;1193071,046;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x3x1,0kl5 690V;1568583,268;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x3x1,5kl5 690V;2217895,804;
15.07.2021;ATOMKIP-KUPPng(A)-HF 14x3x2,5kl5 690V;3554098,709;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x2x0,5kl5 690V;644254,1107;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x2x0,75kl5 690V;945783,7849;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x2x1,0kl5 690V;1207807,615;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x2x1,5kl5 690V;1714577,479;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x2x2,5kl5 690V;2734847,748;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x3x0,5kl5 690V;931373,2808;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x3x0,75kl5 690V;1376594,15;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x3x1,0kl5 690V;1782403,786;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x3x1,5kl5 690V;2523875,555;
15.07.2021;ATOMKIP-KUPPng(A)-HF 16x3x2,5kl5 690V;4047462,846;
15.07.2021;ATOMKIP-KUPPng(A)-HF 17x0,5kl5 690V;337502,7081;
15.07.2021;ATOMKIP-KUPPng(A)-HF 17x0,75kl5 690V;480802,66;
15.07.2021;ATOMKIP-KUPPng(A)-HF 17x1,0kl5 690V;618987,8028;
15.07.2021;ATOMKIP-KUPPng(A)-HF 17x1,5kl5 690V;880912,1575;
15.07.2021;ATOMKIP-KUPPng(A)-HF 17x2,5kl5 690V;1413590,878;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x2x0,5kl5 690V;718527,5664;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x2x0,75kl5 690V;1045628,19;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x2x1,0kl5 690V;1363683,269;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x2x1,5kl5 690V;1906984,816;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x2x2,5kl5 690V;3079630,628;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x3x0,5kl5 690V;1031029,005;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x3x0,75kl5 690V;1528803,271;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x3x1,0kl5 690V;1995719,951;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x3x1,5kl5 690V;2815537,618;
15.07.2021;ATOMKIP-KUPPng(A)-HF 18x3x2,5kl5 690V;4542350,093;
15.07.2021;ATOMKIP-KUPPng(A)-HF 19x0,5kl5 690V;365031,3973;
15.07.2021;ATOMKIP-KUPPng(A)-HF 19x0,75kl5 690V;538846,189;
15.07.2021;ATOMKIP-KUPPng(A)-HF 19x1,0kl5 690V;700390,1413;
15.07.2021;ATOMKIP-KUPPng(A)-HF 19x1,5kl5 690V;977349,8838;
15.07.2021;ATOMKIP-KUPPng(A)-HF 19x2,5kl5 690V;1561093,041;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x0,5kl5 690V;463743,9117;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x0,75kl5 690V;667044,7883;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x1,0kl5 690V;877643,1324;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x1,5kl5 690V;1237801,075;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x2,5kl5 690V;1974308,317;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x2x0,5kl5 690V;939088,7952;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x2x0,75kl5 690V;1387357,137;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x2x1,0kl5 690V;1793972,083;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x2x1,5kl5 690V;2520645,74;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x2x2,5kl5 690V;4075738,939;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x3x0,5kl5 690V;1380383,891;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x3x0,75kl5 690V;2032117,296;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x3x1,0kl5 690V;2649514,108;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x3x1,5kl5 690V;3761507,407;
15.07.2021;ATOMKIP-KUPPng(A)-HF 24x3x2,5kl5 690V;6047168,147;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x0,5kl5 690V;515545,6299;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x0,75kl5 690V;759819,2735;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x1,0kl5 690V;978914,7096;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x1,5kl5 690V;1383435,245;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x2,5kl5 690V;2222086,591;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x2x0,5kl5 690V;1049177,731;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x2x0,75kl5 690V;1538944,887;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x2x1,0kl5 690V;2007742,728;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x2x1,5kl5 690V;2854988,627;
15.07.2021;ATOMKIP-KUPPng(A)-HF 27x2x2,5kl5 690V;4571264,901;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x0,5kl5 690V;51297,61011;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x0,75kl5 690V;69820,45592;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x1,0kl5 690V;92378,3775;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x1,5kl5 690V;127580,1524;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x2,5kl5 690V;186256,8445;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x2x0,5kl5 690V;103007,0514;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x2x0,75kl5 690V;141184,4127;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x2x1,0kl5 690V;177201,6197;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x2x1,5kl5 690V;239580,886;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x2x2,5kl5 690V;368531,1638;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x3x0,5kl5 690V;134412,8695;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x3x0,75kl5 690V;189695,2159;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x3x1,0kl5 690V;247703,2689;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x3x1,5kl5 690V;340366,7073;
15.07.2021;ATOMKIP-KUPPng(A)-HF 2x3x2,5kl5 690V;531945,3697;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x0,5kl5 690V;560861,652;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x0,75kl5 690V;838414,7085;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x1,0kl5 690V;1081214,501;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x1,5kl5 690V;1539153,542;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x2,5kl5 690V;2460061,427;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x2x0,5kl5 690V;1171296,815;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x2x0,75kl5 690V;1715148,904;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x2x1,0kl5 690V;2234833,58;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x2x1,5kl5 690V;3160837,333;
15.07.2021;ATOMKIP-KUPPng(A)-HF 30x2x2,5kl5 690V;5083584,942;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x0,5kl5 690V;689751,8368;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x0,75kl5 690V;1021481,735;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x1,0kl5 690V;1328327,576;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x1,5kl5 690V;1881862,353;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x2,5kl5 690V;3014859,115;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x2x0,5kl5 690V;1427322,523;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x2x0,75kl5 690V;2096394,774;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x2x1,0kl5 690V;2715994,145;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x2x1,5kl5 690V;3855563,032;
15.07.2021;ATOMKIP-KUPPng(A)-HF 37x2x2,5kl5 690V;6237669,68;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x0,5kl5 690V;68876,6567;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x0,75kl5 690V;100913,9919;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x1,0kl5 690V;126723,741;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x1,5kl5 690V;176584,6222;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x2,5kl5 690V;265127,3659;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x2x0,5kl5 690V;142756,4615;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x2x0,75kl5 690V;193028,8299;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x2x1,0kl5 690V;251689,4054;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x2x1,5kl5 690V;344561,941;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x2x2,5kl5 690V;536920,5595;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x3x0,5kl5 690V;196786,9766;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x3x0,75kl5 690V;279311,4034;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x3x1,0kl5 690V;356679,2066;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x3x1,5kl5 690V;495028,2908;
15.07.2021;ATOMKIP-KUPPng(A)-HF 3x3x2,5kl5 690V;781003,8021;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x0,5kl5 690V;96410,75081;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x0,75kl5 690V;127908,9441;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x1,0kl5 690V;166487,6707;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x1,5kl5 690V;226282,3482;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x2,5kl5 690V;350441,4495;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x2x0,5kl5 690V;181175,2021;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x2x0,75kl5 690V;249068,0139;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x2x1,0kl5 690V;324790,8756;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x2x1,5kl5 690V;448094,3272;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x2x2,5kl5 690V;710181,3948;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x3x0,5kl5 690V;247022,7881;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x3x0,75kl5 690V;355882,3724;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x3x1,0kl5 690V;457476,6977;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x3x1,5kl5 690V;648562,5531;
15.07.2021;ATOMKIP-KUPPng(A)-HF 4x3x2,5kl5 690V;1026891,53;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x0,5kl5 690V;110538,8964;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x0,75kl5 690V;155510,4033;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x1,0kl5 690V;196608,4174;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x1,5kl5 690V;277133,6339;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x2,5kl5 690V;431358,5726;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x2x0,5kl5 690V;219761,1516;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x2x0,75kl5 690V;311551,4972;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x2x1,0kl5 690V;390514,0253;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x2x1,5kl5 690V;544064,1585;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x2x2,5kl5 690V;868223,9346;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x3x0,5kl5 690V;302964,929;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x3x0,75kl5 690V;445245,3635;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x3x1,0kl5 690V;571809,6591;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x3x1,5kl5 690V;809278,1752;
15.07.2021;ATOMKIP-KUPPng(A)-HF 5x3x2,5kl5 690V;1283584,01;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x0,5kl5 690V;129346,189;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x0,75kl5 690V;187568,5966;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x1,0kl5 690V;237485,5908;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x1,5kl5 690V;327273,1147;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x2,5kl5 690V;511848,436;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x2x0,5kl5 690V;257376,3755;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x2x0,75kl5 690V;360324,8817;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x2x1,0kl5 690V;462355,2375;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x2x1,5kl5 690V;661886,3222;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x2x2,5kl5 690V;1033084,77;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x3x0,5kl5 690V;364666,9821;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x3x0,75kl5 690V;520116,2852;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x3x1,0kl5 690V;686018,5773;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x3x1,5kl5 690V;961785,9674;
15.07.2021;ATOMKIP-KUPPng(A)-HF 6x3x2,5kl5 690V;1538840,596;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x0,5kl5 690V;145872,9692;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x0,75kl5 690V;212445,9706;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x1,0kl5 690V;269889,4786;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x1,5kl5 690V;374254,9366;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x2,5kl5 690V;581935,2076;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x2x0,5kl5 690V;294988,2091;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x2x0,75kl5 690V;422621,4526;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x2x1,0kl5 690V;540622,1019;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x2x1,5kl5 690V;755429,9291;
15.07.2021;ATOMKIP-KUPPng(A)-HF 7x2x2,5kl5 690V;1197530,605;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x0,5kl5 690V;170812,8684;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x0,75kl5 690V;242106,34;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x1,0kl5 690V;302690,4323;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x1,5kl5 690V;422115,0843;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x2,5kl5 690V;674651,7127;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x2x0,5kl5 690V;328040,0498;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x2x0,75kl5 690V;481597,2585;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x2x1,0kl5 690V;626100,0286;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x2x1,5kl5 690V;873299,2385;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x2x2,5kl5 690V;1381066,264;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x3x0,5kl5 690V;478122,0599;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x3x0,75kl5 690V;702862,5041;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x3x1,0kl5 690V;906235,4874;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x3x1,5kl5 690V;1275580,437;
15.07.2021;ATOMKIP-KUPPng(A)-HF 8x3x2,5kl5 690V;2045815,185;
15.07.2021;ATOMKIP-KUPPng(A)-HF 9x0,5kl5 690V;185656,4303;
15.07.2021;ATOMKIP-KUPPng(A)-HF 9x0,75kl5 690V;265638,0582;
15.07.2021;ATOMKIP-KUPPng(A)-HF 9x1,0kl5 690V;345561,1654;
15.07.2021;ATOMKIP-KUPPng(A)-HF 9x1,5kl5 690V;480934,7614;
15.07.2021;ATOMKIP-KUPPng(A)-HF 9x2,5kl5 690V;758183,6431;
15.07.2021;ATOMKIP-KUVOmKVng(A)-FRLS 10x0,5kl5 690V;541539,3678;
